OBJECTID,FCODE,STR_NAME,STR_TYPE,FULL_NAME,MUN_CODE,FROM_STR,TO_STR,STR_DIR,STR_STATUS,ST_CLASS,OWN,DATE_ACCEPT,STR_REM,FLAGS,PSAB_CODE,FDMID,ROUTE_ID,FROM_LEFT,TO_LEFT,FROM_RIGHT,TO_RIGHT,OLD_FDMID,GSA_LEFT,GSA_RIGHT,PAR_LEFT,PAR_RIGHT,STR_CODE_L,STR_CODE_R,ASSETID,ADDDATE,MODDATE,ORIGIN_DATE,MAINTENANCE,Shape_Length
448,RRRD,INNOVATION,DR,INNOVATION DR,HRM,GLADYS PORTER PL,INNOVATION DR,BOTH,OPEN,MINOR COLLECTOR,HRM,3/15/2013 0:00:00,,,DM,700008543,5952,168,336,169,337,700007000,BEDFORD,BEDFORD,EL,OR,16713,16713,ST14534,3/15/2013 0:00:00,3/15/2013 0:00:00,,WSZ3,516.336324357884450
449,RRRD,GARY MARTIN,DR,GARY MARTIN DR,HRM,CAPSTONE CRES,LARKVIEW TERR,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,SD,700007959,6059,340,372,341,373,700008602,BEDFORD,BEDFORD,EL,OR,16830,16830,ST14173,6/28/2011 0:00:00,7/19/2013 0:00:00,,WSZ3,102.174706956359358
450,RRRD,GARY MARTIN,DR,GARY MARTIN DR,HRM,LARKVIEW TERR,BROAD ST,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,SD,700008603,6059,374,414,375,415,,BEDFORD,BEDFORD,EL,OR,16830,16830,ST17064,7/19/2013 0:00:00,9/16/2015 0:00:00,,WSZ3,141.707867116502257
451,RRRD,WINDRIDGE,LANE,WINDRIDGE LANE,HRM,,,BOTH,OPEN,LOCAL STREET,HRM,10/1/2010 0:00:00,,,SD,700007337,6078,2,102,1,103,700007089,BEDFORD,BEDFORD,EL,OR,16854,16854,ST10056,6/15/2010 0:00:00,,,WSZ3,325.309561529403993
452,RRRD,WINDRIDGE,LANE,WINDRIDGE LANE,HRM,,,BOTH,OPEN,LOCAL STREET,HRM,10/1/2010 0:00:00,,,SD,700007309,6078,104,148,105,147,,BEDFORD,BEDFORD,EL,OR,16854,16854,ST13345,6/15/2010 0:00:00,,,WSZ3,146.838247860292029
453,RRRD,GRASSY LAKE,DR,GRASSY LAKE DR,HRM,RAGGED LAKE BLVD,GRASSY LAKE DR,BOTH,OPEN,LOCAL STREET,HRM,2/10/2014 0:00:00,,,DM,700007527,6096,2,108,1,109,,BEECHVILLE,BEECHVILLE,EL,OR,16856,16856,ST1865,8/11/2009 0:00:00,6/3/2025 11:45:35,,WSZ4,341.984931583119590
454,RRRD,SUGARWOOD,CRT,SUGARWOOD CRT,HRM,MYRA RD,DEWBERRY DR,BOTH,OPEN,LOCAL STREET,HRM,5/30/2016 0:00:00,,,SD,700007128,6105,2,304,1,305,,PORTERS LAKE,PORTERS LAKE,EL,OR,16868,16868,ST11681,10/21/2009 0:00:00,6/3/2016 0:00:00,,PCHZ,942.023408720804127
455,RRRD,ZAFFRE,DR,ZAFFRE DR,HRM,PERSIAN CRT,BONDI DR,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700012326,6763,104,228,105,229,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,67039,67039,ST49552,9/23/2024 17:09:36,2/6/2025 18:20:14,,WSZ2,384.950084186074776
456,RRRD,BREWER,CRT,BREWER CRT,HRM,,END,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,700007205,6116,2,28,1,29,,HALIFAX,HALIFAX,EL,OR,16880,16880,ST6949,3/3/2010 0:00:00,1/31/2025 16:39:24,,WSZ4,75.442982019221844
457,RRRD,BRUNELLO,BLVD,BRUNELLO BLVD,HRM,TIMBERLEA VILLAGE PKY,PROVENCE WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,700007367,6138,2,152,1,153,700013460,TIMBERLEA,TIMBERLEA,EL,OR,16903,16903,ST3818,9/27/2010 0:00:00,5/16/2025 16:01:22,,WSZ4,502.526464535999537
458,RRRD,BRUNELLO,BLVD,BRUNELLO BLVD,HRM,PROVENCE WAY,BRUNELLO BLVD,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,700013283,6138,154,212,155,213,700013402,TIMBERLEA,TIMBERLEA,EL,OR,16903,16903,ST50507,10/2/2024 17:40:27,7/16/2025 12:50:28,,WSZ4,188.676429880067417
459,RRRD,BRUNELLO,BLVD,BRUNELLO BLVD,HRM,BRUNELLO BLVD,PROVENCE WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,700013960,6138,214,240,215,241,700013283,TIMBERLEA,TIMBERLEA,EL,OR,16903,16903,ST51179,3/4/2025 14:54:30,7/16/2025 12:57:07,,WSZ4,86.751076023673292
460,RRRD,SOPHIES,CRES,SOPHIES CRES,HRM,STEPHS ST,STEPHS ST,BOTH,OPEN,LOCAL STREET,HRM,10/21/2025 0:00:00,,,SD,700014120,6914,2,70,1,69,,BEDFORD,BEDFORD,EL,OR,67169,67169,ST51339,4/3/2025 17:40:26,4/29/2025 14:55:39,,WSZ3,238.471474279626705
461,RRRD,OPALRIDGE,DR,OPALRIDGE DR,HRM,OPALRIDGE DR,OPALRIDGE DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700013246,6723,44,100,45,101,700013370,DARTMOUTH,DARTMOUTH,EL,OR,66999,66999,ST50470,9/20/2024 17:32:23,2/6/2025 18:20:14,,E2,177.287802028592267
462,RRRD,OPALRIDGE,DR,OPALRIDGE DR,HRM,OPALRIDGE DR,END,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700011987,6723,156,194,157,195,,DARTMOUTH,DARTMOUTH,EL,OR,66999,66999,ST49213,9/20/2024 17:28:01,2/6/2025 18:20:14,,E2,119.123558429800610
463,RRRD,DR ALFRED WADDELL,ST,DR ALFRED WADDELL ST,HRM,BARRINGTON ST,AMALAMEK WAY,FOTD,OPEN,LOCAL STREET,HRM,,,,FA,700500591,6726,5170,5198,5171,5199,700011995,HALIFAX,HALIFAX,EL,OR,67002,67002,ST50591,1/9/2026 18:26:52,1/16/2026 16:14:20,,W1,65.286565466325470
464,RRRD,CALDERWOOD,DR,CALDERWOOD DR,HRM,LEAFS LANE,DAKOTA DR,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700007497,6149,84,244,85,245,,WELLINGTON,WELLINGTON,EL,OR,16911,16911,ST5015,10/28/2010 0:00:00,10/22/2024 18:02:45,,PBRS,488.091770790815303
465,RRRD,ANGLER,DR,ANGLER DR,HRM,HERRING COVE RD,GLEN BAKER DR,BOTH,OPEN,MINOR COLLECTOR,HRM,1/18/2016 0:00:00,,,SD,700007529,6154,2,58,1,59,700010136,HERRING COVE,HERRING COVE,EL,OR,16916,16916,ST13969,12/14/2010 0:00:00,1/28/2016 0:00:00,,WSZ4,192.666482165941602
466,RRRD,WILLIAM BORRETT,TERR,WILLIAM BORRETT TERR,HRM,NINE MILE DR,TERNAN GATE,BOTH,OPEN,LOCAL STREET,HRM,3/21/2011 0:00:00,,,SD,700007539,6158,2,62,1,63,,BEDFORD,BEDFORD,EL,OR,16925,16925,ST2726,12/21/2010 0:00:00,9/2/2011 0:00:00,,WSZ3,203.268423304556251
467,RRRD,INSPIRATION,DR,INSPIRATION DR,HRM,TA51 RD,END,BOTH,OPEN,LOCAL STREET,HRM,10/6/2014 0:00:00,,,SD,700007632,6165,18,70,19,69,,PORTERS LAKE,PORTERS LAKE,EL,OR,16932,16932,ST8154,2/28/2011 0:00:00,,,PCHZ,142.951718621967814
468,RRRD,KINGS WHARF,PL,KINGS WHARF PL,HRM,ALDERNEY DR,CUTWATER CL,BOTH,OPEN,LOCAL STREET,HRM,,,,CS,700014153,6166,1,41,2,42,700007788,DARTMOUTH,DARTMOUTH,OL,ER,16933,16933,ST51372,4/30/2025 12:08:58,4/30/2025 16:33:58,,E2,145.354043235871188
469,RRRD,GLENN,DR,GLENN DR,HRM,JAN MARIE DR,END,BOTH,OPEN,LOCAL STREET,HRM,6/1/2022 0:00:00,,,DM,700003394,619,18,26,17,27,0,LAWRENCETOWN,LAWRENCETOWN,EL,OR,7625,7625,ST20542,8/12/2015 0:00:00,5/27/2022 18:06:48,,WSZ1,77.693368931841476
470,RRRD,MARGESON,DR,MARGESON DR,HRM,MIDNIGHT RUN,MARGESON DR,BOTH,OPEN,ARTERIAL,HRM,10/22/2015 0:00:00,,,DM,700007946,6193,622,686,623,687,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,16967,16967,ST14147,6/20/2011 0:00:00,4/15/2025 16:04:43,,WSZ2,202.882224934034525
471,RRRD,ASTRAL,DR,ASTRAL DR,HRM,PARKWAY DR,LAKERIDGE CRES,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700008601,674,482,584,483,585,700008515,COLE HARBOUR,COLE HARBOUR,EL,OR,6992,6992,ST17063,7/15/2013 0:00:00,,,WSZ1,457.669089300529549
472,RRRD,BRYANSTON,RD,BRYANSTON RD,HRM,SINGER DR,VISCOUNT RUN,BOTH,OPEN,MINOR COLLECTOR,HRM,8/26/2011 0:00:00,,,SD,700008031,6210,122,188,123,189,,LUCASVILLE,LUCASVILLE,EL,OR,16982,16982,ST16370,9/1/2011 0:00:00,12/21/2015 0:00:00,,WSZ3,196.718092722804187
473,RRRD,NOAH,AVE,NOAH AVE,HRM,NOAH AVE,LEONAMARIE DR,BOTH,OPEN,LOCAL STREET,HRM,10/15/2025 0:00:00,,,CS,700012156,6760,112,220,113,221,,DARTMOUTH,DARTMOUTH,EL,OR,67037,67037,ST49382,9/23/2024 17:01:03,4/29/2025 15:40:50,,E2,350.326840546836877
474,RRRD,BREE,LANE,BREE LANE,HRM,VISCOUNT RUN,ARIEL LANE,BOTH,OPEN,LOCAL STREET,HRM,11/23/2011 0:00:00,,,SD,700008174,6233,2,34,1,35,,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,17014,17014,ST16819,11/29/2011 0:00:00,9/17/2015 0:00:00,,WSZ3,117.989880683713452
475,RRRD,CLIVEDON,CRT,CLIVEDON CRT,HRM,ROBERT ST,TORI LANE,BOTH,OPEN,LOCAL STREET,HRM,2/6/2012 0:00:00,,,SD,700008253,6240,2,284,1,285,,FALL RIVER,FALL RIVER,EL,OR,17018,17018,ST16872,1/17/2012 0:00:00,2/28/2017 0:00:00,,WSZ2,880.000876774125459
476,RRRD,WITHROW,CRT,WITHROW CRT,HRM,BRANDERS LANE,END,BOTH,OPEN,LOCAL STREET,HRM,2/10/2012 0:00:00,,,CS,700008326,6241,100,124,101,125,700008256,HUBLEY,HUBLEY,EL,OR,17019,17019,ST16918,5/4/2012 0:00:00,5/8/2014 0:00:00,,WSZ4,58.369235871730687
477,RRRD,ALABASTER,WAY,ALABASTER WAY,HRM,LIER RG,TITANIUM CRES,BOTH,OPEN,LOCAL STREET,HRM,6/6/2016 0:00:00,,,SD,700010566,6251,258,336,259,337,,HALIFAX,HALIFAX,EL,OR,17029,17029,ST33689,6/3/2016 0:00:00,6/14/2016 0:00:00,,WSZ4,247.274178325494546
478,RRRD,DUART,AVE,DUART AVE,HRM,HEATHERTON CRES,DUNSMORE DR,BOTH,OPEN,LOCAL STREET,HRM,3/9/2012 0:00:00,,,CS,700008573,6259,460,612,461,613,700008296,FALL RIVER,FALL RIVER,EL,OR,17033,17033,ST16899,4/18/2013 0:00:00,9/6/2024 18:16:12,,WSZ2,477.901687842877664
479,RRRD,DUART,AVE,DUART AVE,HRM,HEATHERTON CRES,HEDDAS WAY,BOTH,OPEN,LOCAL STREET,HRM,3/9/2012 0:00:00,,,CS,700008572,6259,362,424,363,425,700008296,FALL RIVER,FALL RIVER,EL,OR,17033,17033,ST17045,4/18/2013 0:00:00,9/6/2024 18:16:12,,WSZ2,201.453057551029048
480,RRRD,CUTLER,AVE,CUTLER AVE,HRM,JIM CONNORS AVE,CUTLER AVE,BOTH,OPEN,MINOR COLLECTOR,HRM,8/24/2017 0:00:00,,,SD,700009674,6263,485,831,484,830,700010579,DARTMOUTH,DARTMOUTH,OL,ER,17044,17044,ST17162,5/7/2014 0:00:00,,,E1,1062.776205566902490
481,RRRD,LARKVIEW,TERR,LARKVIEW TERR,HRM,GARY MARTIN DR,HAZELTON HILL,BOTH,OPEN,LOCAL STREET,HRM,10/22/2013 0:00:00,,,SD,700008604,6269,2,82,1,83,700008401,BEDFORD,BEDFORD,EL,OR,17052,17052,ST17065,7/19/2013 0:00:00,,,WSZ3,263.301720339681424
482,RRRD,MARKETPLACE,DR,MARKETPLACE DR,HRM,SEAPOINT RD,WHEELHOUSE RD,BOTH,OPEN,LOCAL STREET,HRM,8/22/2014 0:00:00,,,SD,700008421,6276,21,45,20,44,,DARTMOUTH,DARTMOUTH,OL,ER,17058,17058,ST16968,10/24/2012 0:00:00,8/26/2014 0:00:00,,E1,82.763577387919653
483,RRRD,MARKETPLACE,DR,MARKETPLACE DR,HRM,WHEELHOUSE RD,BANCROFT LANE,BOTH,OPEN,LOCAL STREET,HRM,8/17/2018 0:00:00,,,SD,700010917,6276,47,119,46,118,700009741,DARTMOUTH,DARTMOUTH,OL,ER,17058,17058,ST48144,9/14/2017 0:00:00,8/22/2018 0:00:00,,E1,222.620207819820763
484,RRRD,SEAPOINT,RD,SEAPOINT RD,HRM,WINDMILL RD,CUDDY LANE,BOTH,OPEN,LOCAL STREET,HRM,8/22/2014 0:00:00,,,SD,700008419,6277,1,15,2,14,,DARTMOUTH,DARTMOUTH,OL,ER,17059,17059,ST16966,10/24/2012 0:00:00,8/26/2014 0:00:00,,E1,66.113865023516198
485,RRRD,MICA,CRES,MICA CRES,HRM,ALABASTER WAY,ALABASTER WAY,BOTH,OPEN,LOCAL STREET,HRM,6/6/2016 0:00:00,,,SD,700010572,6289,2,240,1,239,,HALIFAX,HALIFAX,EL,OR,17070,17070,ST33999,6/3/2016 0:00:00,6/14/2016 0:00:00,,WSZ4,745.713125599052887
486,RRRDLJ60,ARMBRO,LANE,ARMBRO LANE,HRM,COLE HARBOUR RD,ARMBRO LANE,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,200002972,629,2,48,1,53,0,COLE HARBOUR,COLE HARBOUR,EL,OR,6965,6965,ST10904,9/25/2001 0:00:00,,,WSZ1,248.458398353434944
487,RRRD,EXECUTIVE,DR,EXECUTIVE DR,HRM,EXECUTIVE DR,RAFTING DR,BOTH,OPEN,MINOR COLLECTOR,HRM,6/20/2014 0:00:00,,,DM,700008584,6293,46,160,47,159,700008496,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,17073,17073,ST17055,5/8/2013 0:00:00,7/22/2014 0:00:00,,WSZ2,349.420832971597349
488,RRRD,HADLEY,CRES,HADLEY CRES,HRM,COWIE HILL RD,HADLEY CRES,BOTH,OPEN,LOCAL STREET,HRM,8/21/2014 0:00:00,,,SD,700009689,6311,2,26,1,27,700008583,HALIFAX,HALIFAX,EL,OR,17090,17090,ST17176,6/16/2014 0:00:00,,,WSZ4,80.448483631872833
489,RRRD,NORAWARREN,DR,NORAWARREN DR,HRM,HERRING COVE RD,REGINALD CRT,BOTH,OPEN,LOCAL STREET,HRM,11/29/2013 0:00:00,,,SD,700008661,6315,2,88,1,89,,HERRING COVE,HERRING COVE,EL,OR,17094,17094,ST17088,8/22/2013 0:00:00,11/27/2013 0:00:00,,WSZ4,287.455492725064175
490,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,BRISTOLTON AVE,HELEN CREIGHTON CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700011166,6575,74,106,75,107,700011197,BEDFORD,BEDFORD,EL,OR,66851,66851,ST48393,6/18/2019 0:00:00,5/5/2025 15:22:16,,WSZ3,104.388639548294577
491,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,HELEN CREIGHTON CRT,ELIZABETH DOANE DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700011199,6575,108,138,109,139,700011169,BEDFORD,BEDFORD,EL,OR,66851,66851,ST48426,9/30/2019 0:00:00,5/5/2025 12:45:58,,WSZ3,96.554975147058968
492,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,ELIZABETH DOANE DR,BENTRIDGE WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700011200,6575,140,172,141,173,,BEDFORD,BEDFORD,EL,OR,66851,66851,ST48427,9/30/2019 0:00:00,5/5/2025 15:05:52,,WSZ3,103.177433760538264
493,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,TERRAIN WAY,BREAKTRAIL DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700011630,6575,208,252,209,253,700011434,BEDFORD,BEDFORD,EL,OR,66851,66851,ST48857,9/22/2021 18:37:34,5/16/2025 16:05:38,,WSZ3,139.946665814284387
494,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,BREAKTRAIL DR,PUNCHEON WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700011631,6575,254,348,255,349,700011781,BEDFORD,BEDFORD,EL,OR,66851,66851,ST48858,9/22/2021 18:39:08,4/29/2025 14:55:39,,WSZ3,298.237752889350816
495,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,TREKKER DR,DUFF CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,700500602,6575,386,400,387,401,700013087,BEDFORD,BEDFORD,EL,OR,66851,66851,ST50602,1/13/2026 19:27:50,1/13/2026 19:27:50,,WSZ3,47.323086666054841
496,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,DUFF CRT,KNOLLGATE LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,8/15/2025 0:00:00,,,CS,700011699,6575,426,532,427,533,700012367,BEDFORD,BEDFORD,EL,OR,66851,66851,ST50574,1/31/2022 17:39:32,12/15/2025 18:43:44,,WSZ3,328.332048732134695
497,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,ROOKSVIEW LANE,BROOKLINE DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,700011700,6575,614,650,615,651,,BEDFORD,BEDFORD,EL,OR,66851,66851,ST48927,1/31/2022 17:42:05,5/5/2025 17:22:19,,WSZ3,117.211154720878937
498,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,TREKKER DR,DUFF CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,8/15/2025 0:00:00,,,CS,700013087,6575,402,424,403,425,700011684,BEDFORD,BEDFORD,EL,OR,66851,66851,ST50603,12/2/2024 17:25:51,1/13/2026 19:28:43,,WSZ3,71.069607872679256
499,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,KNOLLGATE LANE,BROOKLINE DR,BOTH,OPEN,MINOR COLLECTOR,HRM,8/15/2025 0:00:00,,,CS,700500614,6575,534,546,535,547,700500575,BEDFORD,BEDFORD,EL,OR,66851,66851,ST50614,1/13/2026 21:48:35,1/13/2026 21:53:13,,WSZ3,44.215890485170227
500,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,BROOKLINE DR,ROOKSVIEW LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,700500575,6575,548,612,549,607,700011699,BEDFORD,BEDFORD,EL,OR,66851,66851,ST50615,12/15/2025 18:43:00,1/13/2026 21:52:44,,WSZ3,202.354187219299433
501,RRRD,COULTER,CRES,COULTER CRES,HRM,DOUBLE LANE,BOGEY LANE,BOTH,OPEN,LOCAL STREET,HRM,,,,CS,700009647,6337,176,240,177,241,,OAKFIELD,OAKFIELD,EL,OR,17124,17124,ST17139,12/19/2013 0:00:00,6/27/2025 16:51:08,,PBRS,203.572062940293790
502,RRRD,ABBINGTON,AVE,ABBINGTON AVE,HRM,LARRY UTECK BLVD,MONA PARSONS DR,BOTH,OPEN,LOCAL STREET,HRM,1/20/2015 0:00:00,,,SD,700009654,6339,2,38,1,39,,BEDFORD,BEDFORD,EL,OR,17128,17128,ST17144,3/27/2014 0:00:00,1/21/2015 0:00:00,,WSZ3,142.159936361553520
503,RRRD,ABBINGTON,AVE,ABBINGTON AVE,HRM,EVANDALE LANE,EVANDALE LANE,BOTH,OPEN,LOCAL STREET,HRM,11/24/2015 0:00:00,,,SD,700009802,6339,84,210,85,211,700010008,BEDFORD,BEDFORD,EL,OR,17128,17128,ST17257,10/28/2014 0:00:00,11/26/2015 0:00:00,,WSZ3,397.541909331500278
504,RRRD,BROAD,ST,BROAD ST,HRM,BROAD ST,FARRINGDON WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700009656,6340,14,122,15,123,,BEDFORD,BEDFORD,EL,OR,17130,17130,ST17146,4/3/2014 0:00:00,4/15/2025 13:27:20,,WSZ3,336.595306553965258
505,RRRD,BROAD,ST,BROAD ST,HRM,GARY MARTIN DR,SAMAA CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700009657,6340,240,290,241,291,,BEDFORD,BEDFORD,EL,OR,17130,17130,ST17147,4/3/2014 0:00:00,4/15/2025 13:27:20,,WSZ3,154.480330671469858
506,RRRD,BROAD,ST,BROAD ST,HRM,SAMAA CRT,SAMAA CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700010935,6340,292,358,293,359,700009657,BEDFORD,BEDFORD,EL,OR,17130,17130,ST48162,11/8/2017 0:00:00,4/15/2025 13:27:20,,WSZ3,209.181451551699411
507,RRRD,BROAD,ST,BROAD ST,HRM,SAMAA CRT,TILBURY AVE,BOTH,OPEN,MINOR COLLECTOR,HRM,,"HWY 113 CORRIDOR PARCEL NSTIR OWNED, BROAD STREET HRM OWNED & MAINTAINED",,DM,700010992,6340,360,480,361,481,700010889,BEDFORD,BEDFORD,EL,OR,17130,17130,ST48219,2/27/2018 0:00:00,4/15/2025 13:27:20,,WSZ3,374.130747391611123
508,RRRD,BROAD,ST,BROAD ST,HRM,TILBURY AVE,ROSE FORTUNE GATE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700010890,6340,482,520,483,521,700010921,BEDFORD,BEDFORD,EL,OR,17130,17130,ST48117,7/25/2017 0:00:00,4/15/2025 13:27:20,,WSZ3,117.327375531093253
509,RRRD,BROAD,ST,BROAD ST,HRM,ROSE FORTUNE GATE,BRAMWELL CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700010624,6340,522,578,523,579,700010877,BEDFORD,BEDFORD,EL,OR,17130,17130,ST37521,8/23/2016 0:00:00,4/15/2025 13:27:20,,WSZ3,181.197186740277857
510,RRRD,BROAD,ST,BROAD ST,HRM,BRAMWELL CRT,EVANDALE LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700010517,6340,580,622,581,623,700010639,BEDFORD,BEDFORD,EL,OR,17130,17130,ST31445,4/15/2016 0:00:00,4/15/2025 13:27:20,,WSZ3,131.446035238327994
511,RRRD,BROAD,ST,BROAD ST,HRM,EVANDALE LANE,JAM LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,700010515,6340,624,690,625,691,,BEDFORD,BEDFORD,EL,OR,17130,17130,ST31443,4/15/2016 0:00:00,5/30/2025 12:28:54,,WSZ3,208.559406587139648
512,RRRD,BROAD,ST,BROAD ST,HRM,JAM LANE,BROAD ST,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,700011678,6340,692,702,693,703,700010515,BEDFORD,BEDFORD,EL,OR,17130,17130,ST48905,12/21/2021 15:52:51,4/28/2025 14:07:46,,WSZ3,34.225549174374706
513,RRRD,HIGNEY,AVE,HIGNEY AVE,HRM,JIM CONNORS AVE,CUTLER AVE,BOTH,OPEN,LOCAL STREET,HRM,5/23/2014 0:00:00,,,SD,700009675,6342,299,505,298,504,700010972,DARTMOUTH,DARTMOUTH,OL,ER,17135,17135,ST17163,5/7/2014 0:00:00,3/8/2018 0:00:00,,E1,609.962991621008086
514,RRRD,HIGGINS,AVE,HIGGINS AVE,HRM,HIGGINS AVE,ST MARGARETS BAY RD,FOTD,OPEN,MINOR COLLECTOR,HRM,,,,FA,700014209,6683B1,0,0,0,0,,BEECHVILLE,BEECHVILLE,NAR,NAR,66959,66959,ST51428,6/11/2025 14:45:04,7/14/2025 17:33:17,,WSZ4,22.462706963837689
515,RRRD,AMESBURY,GATE,AMESBURY GATE,HRM,BRADFORD PL,CRANFIELD CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,11/13/2015 0:00:00,,,SD,700009994,6384,80,130,81,131,700009796,BEDFORD,BEDFORD,EL,OR,17177,17177,ST22142,9/10/2015 0:00:00,11/17/2015 0:00:00,,WSZ3,162.005461701459751
516,RRRD,AMESBURY,GATE,AMESBURY GATE,HRM,LEDGEGATE LANE,CHICORY LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,11/13/2015 0:00:00,,,SD,700009995,6384,162,238,163,239,700009801,BEDFORD,BEDFORD,EL,OR,17177,17177,ST22143,9/10/2015 0:00:00,11/3/2020 0:00:00,,WSZ3,242.211782082449048
517,RRRD,BRADFORD,PL,BRADFORD PL,HRM,AMESBURY GATE,BRADFORD PL,BOTH,OPEN,LOCAL STREET,HRM,5/20/2015 0:00:00,,,SD,700009797,6386,2,34,1,35,700009874,BEDFORD,BEDFORD,EL,OR,17178,17178,ST17253,10/25/2014 0:00:00,5/21/2015 0:00:00,,WSZ3,115.162016648045750
518,RRRD,HOLLANDBROOK,RUN,HOLLANDBROOK RUN,HRM,GRANITE COVE DR,HARLEY LANE,BOTH,OPEN,LOCAL STREET,HRM,12/23/2014 0:00:00,,,SD,700009844,6394,2,78,1,79,,HUBLEY,HUBLEY,EL,OR,17185,17185,ST17286,12/23/2014 0:00:00,5/8/2017 0:00:00,,WSZ4,239.251936435913109
519,RRRD,HOLLANDBROOK,RUN,HOLLANDBROOK RUN,HRM,HARLEY LANE,END,BOTH,OPEN,LOCAL STREET,HRM,12/23/2014 0:00:00,,,SD,700009993,6394,80,86,81,85,,HUBLEY,HUBLEY,EL,OR,17185,17185,ST21822,9/4/2015 0:00:00,5/12/2025 17:31:11,,WSZ4,23.596649566332204
520,RRRD,MAGENTA,DR,MAGENTA DR,HRM,MAGENTA DR,MCCABE LAKE DR,BOTH,OPEN,LOCAL STREET,HRM,10/19/2015 0:00:00,,,SD,700009999,6415,10,104,11,105,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,OR,EL,66689,66689,ST22464,9/11/2015 0:00:00,5/9/2016 0:00:00,,WSZ2,292.873730734388630
521,RRRD,MAGENTA,DR,MAGENTA DR,HRM,MARRON LANE,BUCKINGTON LANE,BOTH,OPEN,LOCAL STREET,HRM,12/21/2018 0:00:00,,,CS,700011742,6415,226,376,227,377,700010838,MIDDLE SACKVILLE,MIDDLE SACKVILLE,OR,EL,66689,66689,ST48969,4/5/2022 15:48:51,,,WSZ2,465.113745237014086
522,RRRD,MAGENTA,DR,MAGENTA DR,HRM,BIDISCOMBE LANE,GASPEREAU RUN,BOTH,OPEN,LOCAL STREET,HRM,12/21/2018 0:00:00,,,SD,700010838,6415,430,650,429,649,700011110,MIDDLE SACKVILLE,MIDDLE SACKVILLE,OR,EL,66689,66689,ST48337,9/11/2015 0:00:00,4/5/2022 15:48:51,,WSZ2,700.085597236446233
523,RRRD,MCCABE LAKE,DR,MCCABE LAKE DR,HRM,MAGENTA DR,EVENTIDE LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,10/19/2015 0:00:00,,,SD,700010535,6416,2,62,1,63,700010001,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66690,66690,ST31791,4/21/2016 0:00:00,4/27/2016 0:00:00,,WSZ2,213.927907853062749
