"OBJECTID","STR_CODE","STR_NAME","STR_TYPE","GSA_NAME","FULL_NAME","STR_STATUS","OWN","DATE_ACCEPT","PST_CLASS","SOURCE","FDMID","FROM_STREET","TO_STREET","SHAPE_LENGTH","SHORT_DESC","LONG_DESC","SURF_MAT","SDI","PAVE_WIDTH","RATE_DATE","NUM_CURB","WIDTH2","BASEVAL","SURFVAL","OLD_FDMID","DATE_RET","DATE_REV","DATE_ACT","SYS_DATE"
"69","0","ST GEORGE","BLVD","HAMMONDS PLAINS","ST GEORGE BLVD","OPEN","HRM","1999-11-08","MAJOR COLLECTOR","CS","100001952","","","473.55770695","ST GEORGE BLVD (HANNAH ELISE DR TO SADDLEBACK RD)","ST GEORGE BLVD (HAMMONDS PLAINS)","ASPHALT","4.33200000","6.10000000","2014-09-17","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-04","2020-11-09"
"70","0","TIMBERLEA VILLAGE","PKY","TIMBERLEA","TIMBERLEA VILLAGE PKY","OPEN","HRM","","ARTERIAL","CS","700007366","","","338.74065679","","TIMBERLEA VILLAGE PKY (TIMBERLEA)","ASPHALT","9.11200000","8.00000000","2015-08-25","0","11.00000000","0.00000000","0.00000000","300003662.00000000","","2025-03-05","2001-12-13","2022-09-12"
"71","0","VESTRY","ST","HALIFAX","VESTRY ST","OPEN","HRM","","LOCAL STREET","CA","300000174","","","17.59441446","VESTRY ST (LYNCH ST TO LYNCH ST)","VESTRY ST (HALIFAX)","BST","4.09600000","9.00000000","2013-04-22","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-27","2020-11-09"
"72","0","ST MATTHIAS","ST","HALIFAX","ST MATTHIAS ST","OPEN","HRM","","LOCAL STREET","CA","300001274","","","98.84938199","ST MATTHIAS ST (CHEBUCTO RD TO CHARLES ST)","ST MATTHIAS ST (HALIFAX)","ASPHALT","5.61400000","9.00000000","2015-09-30","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-04","2020-11-09"
"10496","0","MILL","CRT","BEDFORD","MILL CRT","OPEN","HRM","","LOCAL STREET","FA","700007721","","","39.94935553","","MILL CRT (BEDFORD)","ASPHALT","7.86800000","9.10000000","2014-09-11","2","0.00000000","0.00000000","0.00000000","100000518.00000000","","2025-03-05","2001-09-14","2020-11-09"
"73","99999","TALL TREES","CRT","MINEVILLE","TALL TREES CRT","OPEN","HRM","2022-06-01","LOCAL STREET","CR","400000353","","","240.58753898","TALL TREES CRT (PARTRIDGE NEST DR TO END)","TALL TREES CRT (MINEVILLE)","","","","","","","","","0.00000000","","2025-03-05","2001-09-27","2022-05-31"
"74","0","CONNOLLY","ST","HALIFAX","CONNOLLY ST","OPEN","HRM","","LOCAL STREET","CA","300001370","","","84.69507181","CONNOLLY ST (SUMMIT ST TO VIENNA ST)","CONNOLLY ST (HALIFAX)","ASPHALT","5.45300000","9.00000000","2015-09-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-28","2020-11-09"
"75","0","LEEWARD","AVE","HAMMONDS PLAINS","LEEWARD AVE","OPEN","HRM","2006-04-01","LOCAL STREET","CS","600000379","","","923.00655414","LEEWARD AVE (RISING SUN TRL TO EASTWIND DR)","LEEWARD AVE (HAMMONDS PLAINS)","ASPHALT","7.71400000","6.40000000","2015-05-14","0","9.40000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-29","2020-11-09"
"76","0","ARLINGTON","AVE","HALIFAX","ARLINGTON AVE","OPEN","HRM","","LOCAL STREET","CA","300001604","","","245.10239164","ARLINGTON AVE (BROOK ST TO WINTER ST)","ARLINGTON AVE (HALIFAX)","ASPHALT","9.84400000","9.00000000","2015-01-20","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-31","2022-09-12"
"77","0","KEMPT","RD","HALIFAX","KEMPT RD","OPEN","HRM","","MINOR COLLECTOR","CA","300000571","","","85.73780317","KEMPT RD (STANLEY ST TO COLUMBUS ST)","KEMPT RD (HALIFAX)","ASPHALT","4.81100000","9.00000000","2013-05-08","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-16","2020-11-09"
"78","0","OAKLAND","RD","HALIFAX","OAKLAND RD","OPEN","HRM","","LOCAL STREET","DM","300002211","","","57.18760779","OAKLAND RD (BELLEVUE AVE TO CARTARET ST)","OAKLAND RD (HALIFAX)","ASPHALT","6.88900000","9.00000000","2015-10-08","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-23","2020-11-09"
"79","0","LANCASTER","DR","HALIFAX","LANCASTER DR","OPEN","HRM","1998-05-22","LOCAL STREET","CA","300003388","","","81.84936794","LANCASTER DR (ROXHAM CL TO BERKSHIRE CL)","LANCASTER DR (HALIFAX)","ASPHALT","7.68100000","9.00000000","2015-10-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2020-11-09"
"80","0","IRVIN CROSS","PL","DARTMOUTH","IRVIN CROSS PL","OPEN","HRM","","LOCAL STREET","DM","200001025","","","172.07554442","IRVIN CROSS PL (WOODLAWN RD TO END)","IRVIN CROSS PL (DARTMOUTH)","ASPHALT","6.02400000","9.00000000","2014-06-17","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-25","2022-09-12"
"81","0","ATLEE","CRT","BEDFORD","ATLEE CRT","OPEN","HRM","","LOCAL STREET","DM","100000327","","","54.20877726","ATLEE CRT (BASINVIEW DR TO END)","ATLEE CRT (BEDFORD)","ASPHALT","8.28400000","9.10000000","2014-09-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-14","2020-11-09"
"82","0","EDWARD","ST","HALIFAX","EDWARD ST","OPEN","HRM","","LOCAL STREET","CA","300001896","","","144.32327968","EDWARD ST (BLISS ST TO BINNEY ST)","EDWARD ST (HALIFAX)","ASPHALT","9.84400000","8.00000000","2015-01-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-12","2020-11-09"
"83","0","LEAMAN","DR","DARTMOUTH","LEAMAN DR","OPEN","HRM","","MINOR COLLECTOR","DM","200000676","","","66.83114673","LEAMAN DR (AMBERCREST PL TO CRYSTAL DR)","LEAMAN DR (DARTMOUTH)","ASPHALT","5.55500000","10.40000000","2015-11-10","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-13","2020-11-09"
"84","0","CHERRY","DR","DARTMOUTH","CHERRY DR","OPEN","HRM","","LOCAL STREET","DM","200002539","","","136.54342685","CHERRY DR (VICTORIA RD TO SLAYTER ST)","CHERRY DR (DARTMOUTH)","ASPHALT","9.02300000","8.00000000","2015-11-20","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-14","2020-11-09"
"85","0","HENRY","ST","HALIFAX","HENRY ST","OPEN","HRM","","LOCAL STREET","CA","300001730","","","114.73506444","HENRY ST (JUBILEE RD TO CEDAR ST)","HENRY ST (HALIFAX)","ASPHALT","7.64300000","9.00000000","2013-06-18","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-10","2020-11-09"
"86","0","FLINN","ST","HALIFAX","FLINN ST","OPEN","HRM","","LOCAL STREET","CR","300001726","","","79.47207086","FLINN ST (WESTMOUNT ST TO MACDONALD ST)","FLINN ST (HALIFAX)","BST","4.72900000","9.00000000","2015-09-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-04","2020-11-09"
"87","0","ANDREW COBB","CRT","BEDFORD","ANDREW COBB CRT","OPEN","HRM","2000-12-21","LOCAL STREET","DM","100002385","","","135.63790165","ANDREW COBB CRT (SHORE DR TO END)","ANDREW COBB CRT (BEDFORD)","ASPHALT","8.64600000","8.50000000","2014-09-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-28","2020-11-09"
"88","0","NORTH","ST","HALIFAX","NORTH ST","OPEN","HRM","","ARTERIAL","CA","300001019","","","118.49056242","NORTH ST (CLIFTON ST TO GLADSTONE ST)","NORTH ST (HALIFAX)","ASPHALT","7.79900000","9.00000000","2012-11-30","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-23","2020-11-09"
"89","0","WINDMILL","RD","DARTMOUTH","WINDMILL RD","OPEN","HRM","","MAJOR COLLECTOR","DM","700006220","","","56.54967355","WINDMILL RD (ALBRO LAKE RD TO NIVENS AVE)","WINDMILL RD (DARTMOUTH)","ASPHALT","7.77500000","12.00000000","2014-10-14","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-15","2020-11-09"
"90","99999","KENNEDYS","RD","BOUTILIERS POINT","KENNEDYS RD","OPEN","HRM","2022-06-01","LOCAL STREET","DM","600000399","","","660.28565980","KENNEDYS RD (ISLAND VIEW DR TO BLACKBURN DR)","KENNEDYS RD (BOUTILIERS POINT)","","","","","","","","","0.00000000","","2025-03-05","2001-11-13","2022-05-31"
"91","0","HEMLOCK","DR","UPPER TANTALLON","HEMLOCK DR","OPEN","HRM","2007-05-16","LOCAL STREET","DM","600001291","","","740.16579373","HEMLOCK DR (HIGH TIMBER DR TO WYNDHAM DR)","HEMLOCK DR (UPPER TANTALLON)","ASPHALT","9.40100000","6.60000000","2015-05-07","0","9.60000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-21","2020-11-09"
"92","0","ALBRO LAKE","RD","DARTMOUTH","ALBRO LAKE RD","OPEN","HRM","","MINOR COLLECTOR","DM","200000612","","","109.50642426","ALBRO LAKE RD (LEAMAN DR TO ERNEST AVE)","ALBRO LAKE RD (DARTMOUTH)","ASPHALT","6.73400000","11.00000000","2014-02-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-16","2020-11-09"
"93","0","LINDEN LEA","","DARTMOUTH","LINDEN LEA","OPEN","HRM","","LOCAL STREET","SD","200002188","","","178.71235933","LINDEN LEA (PLEASANT ST TO END)","LINDEN LEA (DARTMOUTH)","ASPHALT","2.83700613","7.00000000","2015-07-23","0","10.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-06","2020-11-09"
"94","0","ST PAULS","ST","HALIFAX","ST PAULS ST","OPEN","HRM","","LOCAL STREET","CA","300000231","","","222.86087963","ST PAULS ST (VESTRY ST TO GLEBE ST)","ST PAULS ST (HALIFAX)","BST","4.82800000","9.00000000","2013-04-22","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-27","2020-11-09"
"95","0","VICTORIA","RD","DARTMOUTH","VICTORIA RD","OPEN","HRM","","MAJOR COLLECTOR","DM","700004495","","","56.28072716","VICTORIA RD (NANTUCKET AVE TO SCHOOL ST)","VICTORIA RD (DARTMOUTH)","ASPHALT","5.82200000","11.00000000","2015-09-24","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-09","2020-11-09"
"96","99999","HILLSIDE","DR","BOUTILIERS POINT","HILLSIDE DR","OPEN","HRM","2022-06-01","LOCAL STREET","DM","600001371","","","193.97805140","HILLSIDE DR (CREWS CRT TO CLEARPOINTE LANE)","HILLSIDE DR (BOUTILIERS POINT)","","","","","","","","","0.00000000","","2025-03-05","2001-11-13","2022-05-31"
"97","0","JOSLYN","DR","FALL RIVER","JOSLYN DR","OPEN","HRM","","MINOR COLLECTOR","DM","100000848","","","137.21933396","JOSLYN DR (AINSLEY CRT TO INGRAM DR)","JOSLYN DR (FALL RIVER)","ASPHALT","7.31200000","10.00000000","2013-10-31","0","13.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-17","2020-11-09"
"98","0","BOOTH","ST","DARTMOUTH","BOOTH ST","OPEN","HRM","","MINOR COLLECTOR","DM","200002490","","","214.29305441","BOOTH ST (MAIN ST TO SCOTSBURN AVE)","BOOTH ST (DARTMOUTH)","ASPHALT","4.67000000","10.00000000","2014-11-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-23","2023-07-13"
"99","0","BAKERS","DR","HALIFAX","BAKERS DR","OPEN","HRM","","LOCAL STREET","CA","300002064","","","126.19973943","BAKERS DR (ST MARGARETS BAY RD TO END)","BAKERS DR (HALIFAX)","ASPHALT","9.02300000","7.00000000","2015-09-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-28","2022-09-12"
"100","0","VICTORIA","RD","DARTMOUTH","VICTORIA RD","OPEN","HRM","","MINOR COLLECTOR","DM","200000536","","","89.28299007","VICTORIA RD (DAHLIA ST TO TULIP ST)","VICTORIA RD (DARTMOUTH)","ASPHALT","8.82300000","10.00000000","2014-02-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-09","2020-11-09"
"101","0","ROBINSON","DR","FALL RIVER","ROBINSON DR","OPEN","HRM","","MINOR COLLECTOR","DM","100000855","","","91.07141823","","ROBINSON DR (FALL RIVER)","ASPHALT","7.05800000","10.00000000","2013-10-31","0","13.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-12","2020-11-09"
"102","0","ROSS","ST","HALIFAX","ROSS ST","OPEN","HRM","","LOCAL STREET","CR","300000124","","","92.16026398","ROSS ST (REMINGTON CRT TO OAKLEY AVE)","ROSS ST (HALIFAX)","ASPHALT","8.16900000","9.00000000","2014-09-18","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-07","2020-11-09"
"103","0","COLBY","DR","COLE HARBOUR","COLBY DR","OPEN","HRM","","MINOR COLLECTOR","CR","200001206","","","149.89713613","COLBY DR (CUMBERLAND DR TO AVONDALE RD)","COLBY DR (COLE HARBOUR)","ASPHALT","7.15700000","9.00000000","2014-05-12","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-24","2022-09-12"
"104","0","GOTTINGEN","ST","HALIFAX","GOTTINGEN ST","OPEN","HRM","","MAJOR COLLECTOR","CA","300000553","","","79.97330981","GOTTINGEN ST (MACARA ST TO RUSSELL ST)","GOTTINGEN ST (HALIFAX)","ASPHALT","7.84500000","11.00000000","2014-08-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-22","2020-11-09"
"105","0","PORTLAND","ST","DARTMOUTH","PORTLAND ST","OPEN","HRM","","MAJOR COLLECTOR","DM","200000763","","","328.06657308","PORTLAND ST (MACKAY ST to PORTSIDE LANE)","PORTLAND ST (DARTMOUTH)","ASPHALT","7.16900000","10.10000000","2016-10-19","2","0.00000000","0.00000000","0.00000000","0.00000000","2015-04-24","2025-03-05","2001-11-07","2020-11-09"
"106","0","BLOOMINGDALE","TERR","HALIFAX","BLOOMINGDALE TERR","OPEN","HRM","","LOCAL STREET","CA","300001980","","","235.85060647","BLOOMINGDALE TERR (JUBILEE RD TO NORWOOD ST)","BLOOMINGDALE TERR (HALIFAX)","ASPHALT","9.02300000","9.00000000","2015-09-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-10","2020-11-09"
"107","0","COMMODORE","DR","DARTMOUTH","COMMODORE DR","OPEN","HRM","2007-07-11","MAJOR COLLECTOR","DM","700006052","","","11.82599838","","COMMODORE DR (DARTMOUTH)","ASPHALT","8.65700000","7.50000000","2014-11-03","2","0.00000000","0.00000000","0.00000000","","","2025-03-05","2008-02-06","2020-11-09"
"108","0","LYNNVILLE","DR","LOWER SACKVILLE","LYNNVILLE DR","OPEN","HRM","","LOCAL STREET","DM","100002074","","","205.84340848","LYNNVILLE DR (LYDGATE DR TO LUMSDEN CRES)","LYNNVILLE DR (LOWER SACKVILLE)","ASPHALT","3.58600000","9.10000000","2014-09-04","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-17","2020-11-09"
"109","0","LEXINGTON","AVE","HALIFAX","LEXINGTON AVE","OPEN","HRM","","LOCAL STREET","DM","700001972","","","90.12816143","LEXINGTON AVE (JOSEPH HOWE DR TO MELTON AVE)","LEXINGTON AVE (HALIFAX)","BST","6.24600000","11.00000000","2013-06-25","2","0.00000000","0.00000000","0.00000000","300001688.00000000","","2025-03-05","2001-12-29","2020-11-09"
"110","0","KEMPT","RD","HALIFAX","KEMPT RD","OPEN","HRM","","MINOR COLLECTOR","DM","300000557","","","479.98948554","KEMPT RD (COLUMBUS ST TO COMMISSION ST)","KEMPT RD (HALIFAX)","ASPHALT","10.00000000","9.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-16","2020-11-09"
"111","0","INSPIRATION","DR","PORTERS LAKE","INSPIRATION DR","OPEN","HRM","2014-10-06","LOCAL STREET","SD","700007632","","","210.62942083","INSPIRATION DR (TA51 RD to END)","INSPIRATION DR (PORTERS LAKE)","ASPHALT","10.00000000","12.00000000","2015-09-01","0","15.00000000","72905.33553285","85770.98297982","","2016-07-18","2025-03-05","2011-02-28","2023-01-11"
"112","0","ROSECROFT","DR","DARTMOUTH","ROSECROFT DR","OPEN","HRM","","LOCAL STREET","DM","200001173","","","50.58937073","ROSECROFT DR (LEXINGTON AVE TO END)","ROSECROFT DR (DARTMOUTH)","ASPHALT","8.13700000","11.00000000","2014-10-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-19","2022-09-12"
"113","0","OCHTERLONEY","ST","DARTMOUTH","OCHTERLONEY ST","OPEN","HRM","","MINOR COLLECTOR","DM","200000577","","","90.62853752","OCHTERLONEY ST (EDWARD ST TO KING ST)","OCHTERLONEY ST (DARTMOUTH)","ASPHALT","7.89000000","11.50000000","2016-10-19","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-14","2020-11-09"
"114","0","MAIN","ST","DARTMOUTH","MAIN ST","OPEN","HRM","","ARTERIAL","CS","200001885","","","1465.51571655","MAIN ST (BRIGADOON AVE TO RIDGECREST DR)","MAIN ST (DARTMOUTH)","ASPHALT","9.84400000","16.00000000","2015-02-13","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-22","2022-09-12"
"115","0","COLE","DR","COLE HARBOUR","COLE DR","OPEN","HRM","2007-08-01","LOCAL STREET","DM","700003745","","","339.33888845","COLE DR (TAMARA DR TO TAMARA DR)","COLE DR (COLE HARBOUR)","ASPHALT","8.37638131","8.65000000","2014-05-07","0","11.65000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-26","2022-09-12"
"116","0","MANDAVILLE","DR","UPPER SACKVILLE","MANDAVILLE DR","OPEN","HRM","","LOCAL STREET","FA","700007797","","","74.08334505","","MANDAVILLE DR (UPPER SACKVILLE)","ASPHALT","5.35000000","6.10000000","2013-10-23","0","9.10000000","0.00000000","0.00000000","100002304.00000000","","2025-03-05","2011-03-21","2020-11-09"
"117","0","MONTAGUE","RD","LAKE LOON","MONTAGUE RD","OPEN","HRM","","MAJOR COLLECTOR","CA","200001598","","","103.31675423","MONTAGUE RD (SERPENTINE AVE TO MONTAGUE DR)","MONTAGUE RD (LAKE LOON)","ASPHALT","4.73300000","6.10000000","2013-08-14","1","7.60000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-04","2022-09-12"
"118","0","CHANDLER","DR","LOWER SACKVILLE","CHANDLER DR","OPEN","HRM","","MINOR COLLECTOR","DM","100000437","","","435.25284392","CHANDLER DR (JOHNSON CRES TO MCGEE DR)","CHANDLER DR (LOWER SACKVILLE)","ASPHALT","9.55600000","9.20000000","2014-07-22","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-08-01","2020-11-09"
"119","0","STARBOARD","DR","HALIFAX","STARBOARD DR","OPEN","HRM","2011-02-18","MINOR COLLECTOR","SD","700007426","","","88.99015975","","STARBOARD DR (HALIFAX)","ASPHALT","8.89100000","14.00000000","2014-08-19","2","0.00000000","44848.76137166","69764.73991147","","","2025-03-05","2010-10-22","2020-11-09"
"120","0","AFTON","CRT","COLE HARBOUR","AFTON CRT","OPEN","HRM","","LOCAL STREET","DM","700007270","","","37.64265033","","AFTON CRT (COLE HARBOUR)","ASPHALT","8.52200000","9.00000000","2014-05-09","2","0.00000000","0.00000000","0.00000000","200002843.00000000","","2025-03-05","2010-04-20","2022-09-12"
"121","99999","MASONS POINT","RD","HEAD OF ST MARGARETS BAY","MASONS POINT RD","OPEN","HRM","2022-06-01","LOCAL STREET","DM","600000151","","","279.00639130","MASONS POINT RD (DOWNIE DR TO MOURNING DOVE LANE)","MASONS POINT RD (HEAD OF ST MARGARETS BAY)","","","","","","","","","0.00000000","","2025-03-05","2001-11-13","2022-05-31"
"122","0","PALMER","RD","WAVERLEY","PALMER RD","OPEN","HRM","","LOCAL STREET","DM","100000816","","","114.19669767","PALMER RD (ROCKY LAKE DR TO REDBUD DR)","PALMER RD (WAVERLEY)","ASPHALT","8.71200000","9.10000000","2013-10-30","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-27","2020-11-09"
"123","0","ADMIRAL","ST","DARTMOUTH","ADMIRAL ST","OPEN","HRM","","LOCAL STREET","DM","200000945","","","47.19419976","ADMIRAL ST (BARENG CRT TO CARTERS RD)","ADMIRAL ST (DARTMOUTH)","ASPHALT","4.23100000","9.00000000","2015-11-02","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-23","2022-09-12"
"124","0","BROOKDALE","CRES","DARTMOUTH","BROOKDALE CRES","OPEN","HRM","","LOCAL STREET","CR","200002503","","","369.77331301","BROOKDALE CRES (EDENBANK TERR TO BROOKDALE CRT)","BROOKDALE CRES (DARTMOUTH)","ASPHALT","9.84400000","9.00000000","2014-01-06","0","12.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-19","2020-11-09"
"125","0","GERALD","ST","DARTMOUTH","GERALD ST","OPEN","HRM","","LOCAL STREET","DM","200001494","","","66.74505856","GERALD ST (ELLEN DR TO MOUNT EDWARD RD)","GERALD ST (DARTMOUTH)","ASPHALT","7.63700000","8.00000000","2015-11-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-30","2022-09-12"
"126","0","YOUNG","ST","HALIFAX","YOUNG ST","OPEN","HRM","","ARTERIAL","DM","700006601","","","29.64861043","YOUNG ST (ISLEVILLE ST TO KAYE ST)","YOUNG ST (HALIFAX)","ASPHALT","10.00000000","15.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-12","2020-11-09"
"127","99999","HIGHWAY 7","","LAKE ECHO","HIGHWAY 7","OPEN","HRM","2022-06-01","ARTERIAL","DM","400000270","","","69.29287376","HIGHWAY 7 (BEECH HILL DR TO ROBINA DR)","HIGHWAY 7 (LAKE ECHO)","","","","","","","","","0.00000000","","2025-03-05","2001-10-05","2022-05-31"
"129","0","CHRISTOPHER","AVE","DARTMOUTH","CHRISTOPHER AVE","OPEN","HRM","","LOCAL STREET","DM","200002540","","","270.92682417","CHRISTOPHER AVE (SPRING AVE TO TOBIN DR)","CHRISTOPHER AVE (DARTMOUTH)","ASPHALT","1.89600000","9.00000000","2014-06-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-26","2022-09-12"
"130","0","ROLLING HILLS","DR","WAVERLEY","ROLLING HILLS DR","OPEN","HRM","","LOCAL STREET","DM","100001239","","","169.56159051","ROLLING HILLS DR (SILVERSIDE DR TO OVERBROOK DR)","ROLLING HILLS DR (WAVERLEY)","ASPHALT","9.84400000","8.00000000","2015-01-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-27","2022-09-12"
