"OBJECTID","STR_CODE","STR_NAME","STR_TYPE","GSA_NAME","FULL_NAME","STR_STATUS","OWN","DATE_ACCEPT","PST_CLASS","SOURCE","FDMID","FROM_STREET","TO_STREET","SHAPE_LENGTH","SHORT_DESC","LONG_DESC","SURF_MAT","SDI","PAVE_WIDTH","RATE_DATE","NUM_CURB","WIDTH2","BASEVAL","SURFVAL","OLD_FDMID","DATE_RET","DATE_REV","DATE_ACT","SYS_DATE"
"11193","0","GORSEBUD","CL","HALIFAX","GORSEBUD CL","OPEN","HRM","2002-10-29","LOCAL STREET","FA","700007401","","","34.14843449","","GORSEBUD CL (HALIFAX)","ASPHALT","7.99200000","9.00000000","2015-09-01","2","0.00000000","0.00000000","0.00000000","300003655.00000000","","2025-03-05","2010-10-01","2020-11-09"
"11194","0","STANBURY","ST","HALIFAX","STANBURY ST","OPEN","HRM","","LOCAL STREET","CR","300000635","","","74.28991192","STANBURY ST (DUDLEY ST TO CLAREMONT ST)","STANBURY ST (HALIFAX)","BST","7.97700000","10.00000000","2013-05-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-16","2020-11-09"
"11195","0","BRENTON","ST","HALIFAX","BRENTON ST","OPEN","HRM","","LOCAL STREET","CA","300001928","","","145.23370942","BRENTON ST (MORRIS ST TO CLYDE ST)","BRENTON ST (HALIFAX)","ASPHALT","6.92700000","9.00000000","2013-06-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-23","2020-11-09"
"11196","0","HILLSIDE","CRT","LOWER SACKVILLE","HILLSIDE CRT","OPEN","HRM","","LOCAL STREET","FA","700007779","","","44.55016066","HILLSIDE CRT (HILLSIDE CRT TO END)","HILLSIDE CRT (LOWER SACKVILLE)","ASPHALT","9.37800000","9.10000000","2015-07-07","2","0.00000000","0.00000000","0.00000000","100002128.00000000","","2025-03-05","2001-07-17","2020-11-09"
"11197","0","ANDOVER","ST","DARTMOUTH","ANDOVER ST","OPEN","HRM","","LOCAL STREET","DM","200001143","","","30.06831892","","ANDOVER ST (DARTMOUTH)","ASPHALT","6.73700000","9.00000000","2014-11-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-22","2022-09-12"
"11198","0","LAWSON","AVE","DARTMOUTH","LAWSON AVE","OPEN","HRM","","LOCAL STREET","DM","200000105","","","205.21850717","LAWSON AVE (REDDEN LANE TO VALLEYFIELD RD)","LAWSON AVE (DARTMOUTH)","ASPHALT","9.02300000","10.00000000","2014-06-17","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-25","2022-09-12"
"11199","0","BAKER","DR","DARTMOUTH","BAKER DR","OPEN","HRM","","MAJOR COLLECTOR","DM","200001951","","","173.34389085","BAKER DR (PORTLAND ST TO NORM NEWMAN DR)","BAKER DR (DARTMOUTH)","ASPHALT","9.02300000","13.50000000","2015-08-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-08","2022-09-12"
"11201","0","ST MARGARETS BAY","RD","TIMBERLEA","ST MARGARETS BAY RD","OPEN","HRM","","ARTERIAL","CA","300002862","","","89.59882598","ST MARGARETS BAY RD (PARKDALE AVE TO LAKEVIEW DR)","ST MARGARETS BAY RD (TIMBERLEA)","ASPHALT","8.25700000","7.00000000","2015-09-25","1","8.50000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-12","2022-09-12"
"11202","0","CARIBOU","RD","UPPER SACKVILLE","CARIBOU RD","OPEN","HRM","","LOCAL STREET","CR","700003259","","","218.93533702","CARIBOU RD (REINDEER AVE TO COLGROVE AVE)","CARIBOU RD (UPPER SACKVILLE)","ASPHALT","6.51400000","6.10000000","2013-10-23","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-05-14","2020-11-09"
"11203","0","COLBY","DR","COLE HARBOUR","COLBY DR","OPEN","HRM","","MINOR COLLECTOR","DM","200002880","","","92.49358635","COLBY DR (CASTLEWOOD DR TO DELTA DR)","COLBY DR (COLE HARBOUR)","ASPHALT","5.32400000","9.00000000","2014-05-13","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-24","2022-09-12"
"11204","0","COW BAY","RD","EASTERN PASSAGE","COW BAY RD","OPEN","HRM","","MAJOR COLLECTOR","SD","700003326","","","97.74259846","COW BAY RD (HERITAGE HILLS DR TO KEYPORT AVE)","COW BAY RD (EASTERN PASSAGE)","ASPHALT","9.84400000","7.00000000","2015-02-13","1","8.50000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-17","2022-09-12"
"11205","0","RED FERN","TERR","HALIFAX","RED FERN TERR","OPEN","HRM","2000-12-12","LOCAL STREET","DM","300003504","","","52.33818028","RED FERN TERR (FARNHAM GATE RD TO TAYBERRY CRT)","RED FERN TERR (HALIFAX)","ASPHALT","7.73600000","8.50000000","2015-09-01","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2020-11-09"
"11206","0","RINGLING","CRT","FALL RIVER","RINGLING CRT","OPEN","HRM","2007-12-12","LOCAL STREET","DM","700005955","","","231.11783612","RINGLING CRT (BEAVERBROOK DR TO END)","RINGLING CRT (FALL RIVER)","ASPHALT","9.60100000","6.40000000","2015-06-24","0","9.40000000","0.00000000","0.00000000","","","2025-03-05","2007-12-14","2020-11-09"
"11207","0","RALEIGH","CRT","HALIFAX","RALEIGH CRT","OPEN","HRM","","LOCAL STREET","CA","300002725","","","116.04527972","","RALEIGH CRT (HALIFAX)","ASPHALT","7.74700000","9.00000000","2015-10-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2020-11-09"
"11208","0","ERNEST","AVE","BEAVER BANK","ERNEST AVE","OPEN","HRM","","LOCAL STREET","DM","100000412","","","241.61230942","ERNEST AVE (TRINITY LANE TO DAISY DR)","ERNEST AVE (BEAVER BANK)","ASPHALT","4.95500000","9.10000000","2013-10-24","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-10","2020-11-09"
"11209","0","KENT","AVE","HALIFAX","KENT AVE","OPEN","HRM","","LOCAL STREET","CA","300000012","","","298.94538966","KENT AVE (PRINCES WALK TO END)","KENT AVE (HALIFAX)","ASPHALT","9.22500000","6.20000000","2015-10-06","0","9.20000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-31","2020-11-09"
"11210","0","SACKVILLE","DR","LOWER SACKVILLE","SACKVILLE DR","OPEN","HRM","","ARTERIAL","DM","700005729","","","41.52326390","SACKVILLE DR (OLD SACKVILLE RD TO COBEQUID RD)","SACKVILLE DR (LOWER SACKVILLE)","ASPHALT","7.88900000","15.00000000","2016-12-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-08-01","2020-11-09"
"11211","0","SILVERWOOD","TERR","HALIFAX","SILVERWOOD TERR","OPEN","HRM","","LOCAL STREET","CA","300000037","","","52.64626614","SILVERWOOD TERR (KEARNEY LAKE RD TO DON MESSER CRT)","SILVERWOOD TERR (HALIFAX)","ASPHALT","7.45800000","9.00000000","2014-09-18","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-28","2020-11-09"
"11212","0","MOUNT EDWARD","RD","DARTMOUTH","MOUNT EDWARD RD","OPEN","HRM","","MAJOR COLLECTOR","DM","200000043","","","169.77042007","MOUNT EDWARD RD (BRIGADOON AVE TO TOPSAIL BLVD)","MOUNT EDWARD RD (DARTMOUTH)","ASPHALT","7.39300000","10.00000000","2014-03-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-31","2022-09-12"
"11213","0","FORESTGATE","DR","EASTERN PASSAGE","FORESTGATE DR","OPEN","HRM","2008-01-14","LOCAL STREET","DM","700003908","","","77.42462886","FORESTGATE DR (SOUTHBROOK CRES TO KEYPORT AVE)","FORESTGATE DR (EASTERN PASSAGE)","ASPHALT","9.60000000","8.30000000","2014-09-06","2","0.00000000","0.00000000","0.00000000","","","2025-03-05","2007-07-05","2022-09-12"
"11214","0","WALLINGHAM","ST","DARTMOUTH","WALLINGHAM ST","OPEN","HRM","","LOCAL STREET","DM","200000473","","","191.47483545","","WALLINGHAM ST (DARTMOUTH)","ASPHALT","9.02300000","9.00000000","2014-11-04","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-09","2020-11-09"
"11215","0","STOCKTON","RG","BEDFORD","STOCKTON RG","OPEN","HRM","2009-04-03","LOCAL STREET","CS","700007308","","","90.41035716","","STOCKTON RG (BEDFORD)","ASPHALT","9.44500000","8.30000000","2014-08-19","2","0.00000000","27764.69411689","32267.07694665","","","2025-03-05","2008-12-22","2020-11-09"
"11216","0","OLD ANNAPOLIS","RD","UPPER HAMMONDS PLAINS","OLD ANNAPOLIS RD","OPEN","HRM","2006-04-01","LOCAL STREET","CR","600001095","","","287.42953497","OLD ANNAPOLIS RD (PENWOOD LANE to BYBLOS RD)","OLD ANNAPOLIS RD (UPPER HAMMONDS PLAINS)","GRAVEL","0.00000000","10.00000000","2006-06-13","0","0.00000000","0.00000000","0.00000000","0.00000000","2021-03-01","2025-03-05","2001-06-19","2021-03-01"
"11217","0","WASHMILL LAKE","DR","HALIFAX","WASHMILL LAKE DR","OPEN","HRM","2011-12-08","MAJOR COLLECTOR","DM","700008453","","","940.06873911","WASHMILL LAKE DR (WASHMILL LAKE DR to GRANDHAVEN BLVD)","WASHMILL LAKE DR (HALIFAX)","ASPHALT","9.02300000","9.30000000","2014-09-17","2","0.00000000","302001.24288083","427221.27041678","700008395.00000000","2016-04-11","2025-03-05","2012-12-10","2020-11-09"
"11218","0","MORRIS LAKE","DR","COLE HARBOUR","MORRIS LAKE DR","OPEN","HRM","1998-11-09","MINOR COLLECTOR","DM","200003121","","","66.32042206","MORRIS LAKE DR (CALDWELL RD TO SOUTHAMPTON DR)","MORRIS LAKE DR (COLE HARBOUR)","ASPHALT","8.55700000","11.00000000","2014-05-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-24","2022-09-12"
"11219","0","HAMILTON","DR","MIDDLE SACKVILLE","HAMILTON DR","OPEN","HRM","","LOCAL STREET","DM","100002017","","","113.22799692","HAMILTON DR (WOODYS LANE TO STRATMORE AVE)","HAMILTON DR (MIDDLE SACKVILLE)","ASPHALT","6.76600000","6.10000000","2013-11-22","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-06","2020-11-09"
"11220","0","DUBLIN","ST","HALIFAX","DUBLIN ST","OPEN","HRM","","LOCAL STREET","CA","300001317","","","79.24477719","DUBLIN ST (CHEBUCTO RD TO WILLOW ST)","DUBLIN ST (HALIFAX)","ASPHALT","8.01400000","9.00000000","2015-10-28","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-28","2020-11-09"
"11221","0","RIVENDALE","DR","BEAVER BANK","RIVENDALE DR","OPEN","HRM","2003-06-03","MINOR COLLECTOR","DM","700001944","","","66.73802621","RIVENDALE DR (PARKSIDE LANE TO END)","RIVENDALE DR (BEAVER BANK)","ASPHALT","8.58100000","106.40000000","2015-06-17","0","109.40000000","0.00000000","0.00000000","700001858.00000000","","2025-03-05","2001-07-18","2020-11-09"
"11222","0","GLENFOREST","DR","HALIFAX","GLENFOREST DR","OPEN","HRM","","LOCAL STREET","CA","300000811","","","207.76545472","GLENFOREST DR (HILLWOOD CRES TO WILLOWBEND CRT)","GLENFOREST DR (HALIFAX)","ASPHALT","9.02300000","8.20000000","2014-09-16","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-07","2020-11-09"
"11250","0","MOSS","CRT","HALIFAX","MOSS CRT","OPEN","HRM","","LOCAL STREET","FA","700007399","","","30.64970241","","MOSS CRT (HALIFAX)","ASPHALT","8.08400000","8.00000000","2015-10-05","2","0.00000000","0.00000000","0.00000000","300002748.00000000","","2025-03-05","2010-10-01","2020-11-09"
"11256","0","MARINER","CL","BEDFORD","MARINER CL","OPEN","HRM","","LOCAL STREET","DM","100000370","","","30.63732928","","MARINER CL (BEDFORD)","ASPHALT","7.12700000","6.10000000","2014-08-20","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-13","2020-11-09"
"11223","0","DRYSDALE","RD","HALIFAX","DRYSDALE RD","OPEN","HRM","","MAJOR COLLECTOR","DM","300002623","","","108.20608257","DRYSDALE RD (HERRING COVE RD TO RIVER RD)","DRYSDALE RD (HALIFAX)","ASPHALT","10.00000000","10.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-19","2022-09-12"
"11224","0","MELODY","DR","HALIFAX","MELODY DR","OPEN","HRM","","LOCAL STREET","CR","300000197","","","360.43597579","MELODY DR (SKYLARK ST TO END)","MELODY DR (HALIFAX)","ASPHALT","5.50100000","9.00000000","2013-07-22","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-07","2020-11-09"
"11225","0","BARENG","CRT","DARTMOUTH","BARENG CRT","OPEN","HRM","","LOCAL STREET","DM","200002473","","","153.50802840","BARENG CRT (ADMIRAL ST TO END)","BARENG CRT (DARTMOUTH)","ASPHALT","9.02300000","9.20000000","2015-11-02","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-23","2022-09-12"
"11226","0","JOFFRE","ST","DARTMOUTH","JOFFRE ST","OPEN","HRM","","LOCAL STREET","DM","200000521","","","29.97736659","JOFFRE ST (ROYALVUE CRT TO NICOLE CRT)","JOFFRE ST (DARTMOUTH)","ASPHALT","9.24500000","10.00000000","2013-09-09","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-02","2020-11-09"
"11227","0","ST MARGARETS BAY","RD","TIMBERLEA","ST MARGARETS BAY RD","OPEN","HRM","","ARTERIAL","CA","700001127","","","27.92132713","ST MARGARETS BAY RD (CLEARWATER DR TO DEVONSHIRE DR)","ST MARGARETS BAY RD (TIMBERLEA)","ASPHALT","8.25700000","7.00000000","2015-09-25","1","8.50000000","0.00000000","0.00000000","300003491.00000000","","2025-03-05","2001-12-12","2022-09-12"
"11228","0","SCOT","ST","HALIFAX","SCOT ST","OPEN","HRM","","LOCAL STREET","CA","300000815","","","83.87558885","SCOT ST (DESMOND AVE TO ROWE AVE)","SCOT ST (HALIFAX)","ASPHALT","8.91200000","9.00000000","2013-06-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-06","2020-11-09"
"11229","0","HILLSDALE","CRES","LOWER SACKVILLE","HILLSDALE CRES","OPEN","HRM","","LOCAL STREET","DM","100002118","","","120.99998184","HILLSDALE CRES (SUNNYVALE CRES TO WOODHILL ST)","HILLSDALE CRES (LOWER SACKVILLE)","ASPHALT","6.84800000","9.10000000","2013-11-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-17","2020-11-09"
"11230","0","NEWRIDGE","DR","MIDDLE SACKVILLE","NEWRIDGE DR","OPEN","HRM","2007-12-21","LOCAL STREET","DM","700005960","","","186.34068615","NEWRIDGE DR (TENSHIRE CRT TO ROSEMARY DR)","NEWRIDGE DR (MIDDLE SACKVILLE)","ASPHALT","8.98000000","6.40000000","2014-08-25","0","9.40000000","0.00000000","0.00000000","","","2025-03-05","2008-01-07","2020-11-09"
"11231","0","PINE GROVE","LANE","WAVERLEY","PINE GROVE LANE","OPEN","HRM","","LOCAL STREET","DM","100000802","","","134.01110699","","PINE GROVE LANE (WAVERLEY)","ASPHALT","8.71100000","10.00000000","2015-06-25","0","13.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-27","2020-11-09"
"11232","0","BARRY ALLEN","DR","DARTMOUTH","BARRY ALLEN DR","OPEN","HRM","","LOCAL STREET","DM","700007220","","","40.09256662","","BARRY ALLEN DR (DARTMOUTH)","ASPHALT","7.97800000","9.00000000","2014-05-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-26","2022-09-12"
"11233","0","OXFORD","ST","HALIFAX","OXFORD ST","OPEN","HRM","","MAJOR COLLECTOR","DM","700005118","","","27.94252027","OXFORD ST (SOUTH ST TO OXFORD ST)","OXFORD ST (HALIFAX)","ASPHALT","9.84400000","12.00000000","2015-03-24","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-12","2020-11-09"
"11234","0","ELLENVALE","AVE","DARTMOUTH","ELLENVALE AVE","OPEN","HRM","","MINOR COLLECTOR","DM","200001015","","","91.58616885","ELLENVALE AVE (GRANDVIEW DR TO SPRING AVE)","ELLENVALE AVE (DARTMOUTH)","ASPHALT","6.20100000","10.00000000","2014-06-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-26","2022-09-12"
"11235","0","CONNOLLY","ST","HALIFAX","CONNOLLY ST","OPEN","HRM","","LOCAL STREET","CA","300000624","","","75.34088351","CONNOLLY ST (WOLFE CRES TO WINDSOR ST)","CONNOLLY ST (HALIFAX)","ASPHALT","5.41300000","9.00000000","2013-05-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-16","2020-11-09"
"11236","0","LEMARCHANT","ST","HALIFAX","LEMARCHANT ST","OPEN","HRM","","LOCAL STREET","CA","300001999","","","183.21573886","LEMARCHANT ST (COBURG RD TO WATT ST)","LEMARCHANT ST (HALIFAX)","ASPHALT","5.34200000","9.00000000","2014-09-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-12","2020-11-09"
"11237","0","PRINCE ARTHUR","ST","HALIFAX","PRINCE ARTHUR ST","OPEN","HRM","","LOCAL STREET","CA","300001921","","","151.46284192","PRINCE ARTHUR ST (TUPPER GRV TO QUINPOOL RD)","PRINCE ARTHUR ST (HALIFAX)","ASPHALT","3.41900000","9.00000000","2015-10-19","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-09","2020-11-09"
"11238","0","VICTORIA","RD","HALIFAX","VICTORIA RD","OPEN","HRM","","LOCAL STREET","CA","300002116","","","219.45852150","VICTORIA RD (INGLIS ST TO QUEEN ST)","VICTORIA RD (HALIFAX)","ASPHALT","8.97900000","11.00000000","2015-10-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-11","2020-11-09"
"11239","0","LAYTON","RD","HALIFAX","LAYTON RD","OPEN","HRM","","LOCAL STREET","CA","300002509","","","132.19591695","LAYTON RD (TRELYN RD TO PENNY AVE)","LAYTON RD (HALIFAX)","BST","3.49400000","5.00000000","2015-10-27","0","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-19","2022-09-12"
"11240","0","WINDSOR","DR","STILLWATER LAKE","WINDSOR DR","OPEN","HRM","2006-04-01","MINOR COLLECTOR","DM","600000882","","","250.19015914","WINDSOR DR (BUCKINGHAM DR TO NOTTINGHAM DR)","WINDSOR DR (STILLWATER LAKE)","ASPHALT","9.35600000","7.00000000","2013-10-09","0","10.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-22","2020-11-09"
"11241","0","MAPLE GROVE","AVE","LOWER SACKVILLE","MAPLE GROVE AVE","OPEN","HRM","","LOCAL STREET","DM","100000117","","","74.25593175","MAPLE GROVE AVE (KIPLING DR TO MARIE DR)","MAPLE GROVE AVE (LOWER SACKVILLE)","ASPHALT","9.66700000","9.10000000","2013-11-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-17","2020-11-09"
"11242","0","ASPEN","CRT","LOWER SACKVILLE","ASPEN CRT","OPEN","HRM","","LOCAL STREET","DM","100002170","","","75.34541374","","ASPEN CRT (LOWER SACKVILLE)","ASPHALT","9.37800000","9.10000000","2013-11-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-13","2020-11-09"
"11243","0","CARLISLE","DR","COLE HARBOUR","CARLISLE DR","UNK","HRM","","LOCAL STREET","DM","700001978","","","53.82796512","CARLISLE DR (PEARL DR TO END)","CARLISLE DR (COLE HARBOUR)","ASPHALT","7.09100000","9.00000000","2015-11-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2003-03-06","2022-09-12"
"11244","0","WENTWORTH","ST","DARTMOUTH","WENTWORTH ST","OPEN","HRM","","LOCAL STREET","DM","200002276","","","80.20435657","WENTWORTH ST (GREEN ST TO PORTLAND ST)","WENTWORTH ST (DARTMOUTH)","PCC","7.47700000","10.00000000","2015-09-03","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-07","2020-11-09"
"11245","0","OXFORD","ST","HALIFAX","OXFORD ST","OPEN","HRM","","LOCAL STREET","CA","300000848","","","79.72732392","OXFORD ST (CLOVERDALE RD TO EDGEWOOD AVE)","OXFORD ST (HALIFAX)","ASPHALT","9.84400000","11.00000000","2015-03-12","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-21","2020-11-09"
"11246","0","FRANCKLYN","ST","HALIFAX","FRANCKLYN ST","OPEN","HRM","","LOCAL STREET","CA","300002438","","","22.93009343","FRANCKLYN ST (POINT PLEASANT DR TO EMSCOTE DR)","FRANCKLYN ST (HALIFAX)","ASPHALT","7.85900000","9.00000000","2015-10-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-19","2020-11-09"
"11247","0","GLENORA","AVE","HALIFAX","GLENORA AVE","OPEN","HRM","","LOCAL STREET","CA","300002388","","","128.82003399","GLENORA AVE (HERRING COVE RD TO CRESTVIEW DR)","GLENORA AVE (HALIFAX)","ASPHALT","9.12300000","9.00000000","2015-09-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-21","2022-09-12"
"11248","0","PEDDARS","WAY","DARTMOUTH","PEDDARS WAY","OPEN","HRM","","MINOR COLLECTOR","DM","200000633","","","25.54328572","PEDDARS WAY (ROSE WAY TO BOW ST)","PEDDARS WAY (DARTMOUTH)","ASPHALT","4.69300000","11.00000000","2015-07-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-01","2020-11-09"
"11249","0","COMPASS ROSE","CRT","BEDFORD","COMPASS ROSE CRT","OPEN","HRM","","LOCAL STREET","FA","700007703","","","56.70611923","","COMPASS ROSE CRT (BEDFORD)","ASPHALT","8.60400000","6.10000000","2014-08-20","2","0.00000000","0.00000000","0.00000000","100000369.00000000","","2025-03-05","2001-09-13","2020-11-09"
"11251","0","OLD SACKVILLE","RD","LOWER SACKVILLE","OLD SACKVILLE RD","OPEN","HRM","1999-02-01","MINOR COLLECTOR","DM","700005738","","","31.45604638","","OLD SACKVILLE RD (LOWER SACKVILLE)","ASPHALT","6.01900000","10.50000000","2014-09-09","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-08-02","2020-11-09"
"11252","0","GLENALVA","CRT","COLE HARBOUR","GLENALVA CRT","OPEN","HRM","","LOCAL STREET","DM","200000064","","","168.48014027","GLENALVA CRT (CIRCASSION DR TO END)","GLENALVA CRT (COLE HARBOUR)","ASPHALT","6.01400000","9.10000000","2014-05-09","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-30","2022-09-12"
"11253","0","ACADIA","ST","HALIFAX","ACADIA ST","OPEN","HRM","","LOCAL STREET","CA","300003318","","","182.00903349","ACADIA ST (VESTRY ST TO ALBERT ST)","ACADIA ST (HALIFAX)","BST","6.12000000","9.00000000","2014-10-01","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-27","2020-11-09"
"11254","0","WALNUT","ST","HALIFAX","WALNUT ST","OPEN","HRM","","LOCAL STREET","CA","300002017","","","179.02926091","WALNUT ST (COBURG RD TO WATT ST)","WALNUT ST (HALIFAX)","ASPHALT","9.84400000","9.00000000","2014-12-03","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-12","2020-11-09"
