"ASSET_ID","GROUP_ID","ACQ_TYPE","PID","ACQ_COST","ASSET_TYPE","OWNER","DISPOSAL","MAIN_CLASS","ACQ_DATE","DISP_DATE","DISP_TYPE","ACQDISPSOURCE","LAND_NAME","HECTARES","SERV_CAT","PARK_ID","PARK_NAME","REPL_COST","HRWC_FLAG","ASSET_RECORD_COUNT","HRM_PARCEL_ADDDATE","HRM_PARCEL_MODDATE"
"162","1241","LAND","40419962","0.00000000","LAND","HRM","","OPN","1986-12-01","","","Transaction Summary","CHAMBERLAIN DRIVE PARK","0.275","G","1241","CHAMBERLAIN DRIVE PARK","","","1","2007-11-06","2017-06-27"
"163","298","LAND","00621730","0.00000000","LAND","HRM","","OPN","1989-12-01","","","Transaction Summary","HUMBER PARK ELEMENTARY SCHOOL PARK","3.755","G","5134","HUMBER PARK ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"164","398","LAND","40658585","0.00000000","LAND","HRM","","OPN","1994-05-01","","","Transaction Summary","MONTAGUE ESTATES PARK","0.050","G","398","MONTAGUE ESTATES PARK","","","1","2007-11-06","2017-06-27"
"165","285","LAND","00651430","0.00000000","LAND","HRM","","OPN","1967-12-01","","","Transaction Summary","GRAHAM CREIGHTON JUNIOR HIGH SCHOOL PARK","2.965","G","5127","GRAHAM CREIGHTON JUNIOR HIGH SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"166","1327","LAND","40469546","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary"," ","0.047","H","","","","","1","2007-11-06","2017-03-24"
"167","86","LAND","00621136","0.00000000","LAND","HRM","","OPN","1963-12-01","","","Transaction Summary","HUMBER COMMUNITY PARK","0.468","G","86","HUMBER PARK","","","1","2007-11-06","2017-06-27"
"168","5086","LAND","40150336","0.00000000","LAND","HRM","","LAU","1981-12-01","","","Transaction Summary","HUMBER PARK PUMPING STATION","0.111","D","","","","","1","2007-11-06","2017-03-24"
"169","5086","LAND","40150328","0.00000000","LAND","HRM","","LAU","1963-12-01","","","Transaction Summary","HUMBER PARK PUMPING STATION","0.221","D","","","","","1","2007-11-06","2017-03-24"
"170","5086","","40150344","","LAND","HW","","LAU","","","","","HUMBER PARK PUMPING STATION","0.101","D","","","","","1","2007-11-06","2019-05-08"
"171","1417","LAND","41149196","0.00000000","LAND","HRM","","OPN","2004-10-18","","","Transaction Summary","DEERMIST DRIVE PARK","0.422","G","1417","DEERMIST DRIVE PARK","","","1","2007-11-06","2017-06-27"
"172","493","LAND","40444564","0.00000000","LAND","HRM","","OPN","1987-04-01","","","Transaction Summary","BENNETT PARK","5.699","G","493","BENNETT PARK","","","1","2007-11-06","2017-06-27"
"173","1406","LAND","00657775","0.00000000","LAND","HRM","","OPN","1984-12-01","","","Transaction Summary","TWO RIVER PARK","0.826","G","1406","PARTRIDGE NEST DRIVE PARK","","","1","2007-11-06","2017-06-27"
"174","159","LAND","00417196","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","LAKE ECHO PARK","0.979","G","159","WADLOW PARK","","","1","2007-11-06","2017-06-27"
"175","1416","LAND","40187304","0.00000000","LAND","HRM","","OPN","1972-12-01","","","Transaction Summary","SALMON RIVER DRIVE PARK","0.145","G","1416","SALMON RIVER DRIVE PARK","","","1","2007-11-06","2017-06-27"
"176","1410","LAND","40643637","0.00000000","LAND","HRM","","OPN","1993-09-01","","","Transaction Summary","MICHELLE DRIVE PARK","2.750","G","1410","MICHELLE DRIVE PARK","","","1","2007-11-06","2017-06-27"
"177","5083","LAND","40852824","0.00000000","LAND","HRM","","OPN","1999-06-17","","","Transaction Summary","STONEY CREEK OPEN SPACE BUFFER","4.476","G","","","","","1","2007-11-06","2017-03-24"
"178","1409","LAND","40796153","0.00000000","LAND","HRM","","OPN","1997-09-23","","","Transaction Summary","KILLARNEY CRESCENT PARK","0.390","G","1409","KILLARNEY CRESCENT PARK","","","1","2007-11-06","2017-06-27"
"179","9997","LAND","40650954","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","DRAINAGE","0.027","F","","","","","1","2007-11-06","2017-03-24"
"180","1408","LAND","40611378","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary"," ","0.037","H","","","","","1","2007-11-06","2017-03-24"
"181","494","LAND","40852790","0.00000000","LAND","HRM","","OPN","1999-06-17","","","Transaction Summary","WARNER PARK","0.935","G","494","WERNER PARK","","","1","2007-11-06","2017-06-27"
"183","727","LAND","40573099","0.00000000","LAND","HRM","","OPN","1991-10-01","","","Transaction Summary","LISA ANN DRIVE PARK","2.817","G","727","LISA ANN DRIVE PARK","","","1","2007-11-06","2017-06-27"
"184","4043","LAND","40717951","0.00000000","LAND","HRM","","OPN","1996-07-23","","","Transaction Summary","KERRY DRIVE PARK","0.814","G","5015","KERRY DRIVE PARK","","","1","2007-11-06","2017-06-27"
"185","18","LAND","40461857","0.00000000","LAND","HRM","","OPN","1988-06-01","","","Transaction Summary","SCHOONER DRIVE PARK","0.762","G","18","SCHOONER DRIVE PARK","","","1","2007-11-06","2017-06-27"
"186","87","LAND","41033176","0.00000000","LAND","HRM","","OPN","2000-11-28","","","Transaction Summary","MIDDLE PARK","1.017","G","87","MIDDLE PARK","","","1","2007-11-06","2017-06-27"
"187","87","LAND","41033150","0.00000000","LAND","HRM","","OPN","2000-11-28","","","Transaction Summary","MIDDLE PARK","0.887","G","87","MIDDLE PARK","","","1","2007-11-06","2017-06-27"
"188","87","LAND","41033168","0.00000000","LAND","HRM","","OPN","2000-11-28","","","Transaction Summary","MIDDLE PARK","0.069","G","87","MIDDLE PARK","","","1","2007-11-06","2017-06-27"
"189","327","LAND","00460667","0.00000000","LAND","HRM","","OPN","1971-12-01","","","Transaction Summary","ROSS ROAD SCHOOL PARK","2.444","G","5016","ROSS ROAD SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"190","795","LAND","40481871","0.00000000","LAND","HRM","","OPN","1989-05-01","","","Transaction Summary","CARTER & ROMANS PARK","0.503","G","795","DOHERTY DRIVE PARK","","","1","2007-11-06","2017-06-27"
"191","327","LAND","00438853","0.00000000","LAND","HRM","","OPN","1970-12-01","","","Transaction Summary","ROSS ROAD SCHOOL PARK","3.478","G","5016","ROSS ROAD SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"192","797","LAND","40772220","0.00000000","LAND","HRM","","OPN","1997-03-18","","","Transaction Summary","GEORGE CYRIL DRIVE PARK","0.344","G","797","GEORGE CYRIL DRIVE PARK","","","1","2007-11-06","2017-06-27"
"193","738","LAND","00464271","0.00000000","LAND","HRM","","VAC","1995-09-01","","","Transaction Summary"," ","0.186","H","","","","","1","2007-11-06","2017-03-24"
"194","393","LAND","40324477","0.00000000","LAND","HRM","","OPN","1995-09-01","","","Transaction Summary","KELTIC DRIVE PARK","0.186","G","393","KELTIC GARDENS PARK","","","1","2007-11-06","2017-06-27"
"195","393","LAND","00464222","0.00000000","LAND","HRM","","OPN","1995-09-01","","","Transaction Summary","KELTIC DRIVE PARK","0.186","G","393","KELTIC GARDENS PARK","","","1","2007-11-06","2017-06-27"
"196","395","LAND","40765992","0.00000000","LAND","HRM","","OPN","1996-11-14","","","Transaction Summary","NICKIE PARK","0.275","G","395","NICKIE PARK","","","1","2007-11-06","2017-06-27"
"197","813","LAND","40489718","0.00000000","LAND","HRM","","OPN","1988-06-01","","","Transaction Summary","EVERGREEN CRESCENT PARK","0.958","G","813","EVERGREEN CRESCENT PARK","","","1","2007-11-06","2017-06-27"
"198","812","LAND","40644718","0.00000000","LAND","HRM","","LAU","1993-12-01","","","Transaction Summary","MINEVILLE RD MINEVILLE 1291","0.268","D","","","","","1","2007-11-06","2017-03-24"
"199","","LAND","40469884","0.00000000","LAND","HRM","","OPN","1988-02-01","","","Transaction Summary","","1.741","","","","","","1","2007-11-06","2019-12-30"
"200","153","LAND","40310229","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","MAJORIE DRIVE PARK","0.306","G","153","MARJORIE DRIVE PARK","","","1","2007-11-06","2017-06-27"
"201","153","LAND","00598151","0.00000000","LAND","HRM","","OPN","1988-03-01","","","Transaction Summary","MAJORIE DRIVE PARK","0.361","G","153","MARJORIE DRIVE PARK","","","1","2007-11-06","2017-06-27"
"202","806","LAND","40301756","0.00000000","LAND","HRM","","LAB","1980-12-01","","","Transaction Summary","PUBLIC PROTECTION","0.584","B","","","","","1","2007-11-06","2017-03-24"
"203","805","LAND","00417519","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","CAPRI DRIVE O/S BUFFER","2.660","G","","","","","1","2007-11-06","2017-03-24"
"204","803","LAND","40515199","0.00000000","LAND","HRM","","OPN","1991-06-01","","","Transaction Summary","RUSSELL DRIVE PARK","0.384","G","803","RUSSELL DRIVE PARK","","","1","2007-11-06","2017-06-27"
"205","801","LAND","40823536","0.00000000","LAND","HRM","","OPN","1998-08-27","","","Transaction Summary","DAVID ALLEN DRIVE PARK","1.915","G","801","DAVID ALLEN DRIVE PARK","","","1","2007-11-06","2017-06-27"
"206","2949","LAND","40276172","0.00000000","LAND","HRM","","OPN","1985-01-01","","","Transaction Summary","ATLANTIC VIEW ELEMENTARY SCHOOL PARK","0.099","G","5111","ATLANTIC VIEW ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"207","796","LAND","40715229","0.00000000","LAND","HRM","","OPN","1996-12-30","","","Transaction Summary","BASTIAN POINT ROAD PARK","1.841","G","796","BASTIAN POINT ROAD PARK","","","1","2007-11-06","2017-06-27"
"208","815","LAND","40303240","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","SALTWATER LAKE PARK","0.320","G","815","SALTWATER LAKE PARK","","","1","2007-11-06","2017-06-27"
"209","792","LAND","00598474","0.00000000","LAND","HRM","","LAB","1971-12-01","","","Transaction Summary","PUBLIC PROTECTION","0.146","B","","","","","1","2007-11-06","2017-03-24"
"210","792","LAND","40543522","0.00000000","LAND","HRM","","LAB","1989-10-01","","","Transaction Summary","PUBLIC PROTECTION","0.070","B","","","","","1","2007-11-06","2017-03-24"
"211","783","LAND","40717126","0.00000000","LAND","HRM","","DRA","1995-11-01","","","Transaction Summary"," ","0.075","H","","","","","1","2007-11-06","2017-03-24"
"212","781","LAND","40558298","0.00000000","LAND","HRM","","OPN","1990-08-01","","","Transaction Summary","OCEANIC DRIVE PARK","1.024","G","781","OCEANIC DRIVE PARK","","","1","2007-11-06","2017-06-27"
"213","780","LAND","00407619","0.00000000","LAND","HRM","","VAC","1996-01-01","","","Transaction Summary"," ","0.391","H","","","","","1","2007-11-06","2017-03-24"
"214","779","LAND","40604241","0.00000000","LAND","HRM","","VAC","1992-08-01","","","Transaction Summary"," ","0.355","H","","","","","1","2007-11-06","2017-03-24"
"215","778","LAND","40585119","0.00000000","LAND","HRM","","OPN","1991-10-01","","","Transaction Summary","BASS COURT PARK","0.081","G","778","BASS COURT PARK","","","1","2008-04-30","2017-06-27"
"216","88","LAND","40791246","0.00000000","LAND","HRM","","OPN","1997-10-17","","","Transaction Summary","BISSETT LAKE PARK","1.191","G","88","BISSETT LAKE PARK","","","1","2007-11-06","2017-06-27"
"218","768","","40154080","","LAND","HRM","","LAU","","","","","BISSETT ROAD DEPOT","0.437","D","","","","","1","2007-11-06","2017-03-24"
"219","930","LAND","00402982","0.00000000","LAND","HRM","","LAU","1947-01-01","","","Transaction Summary","HALIFAX REHAB CENTRE","20.439","D","","","","","1","2007-11-06","2017-03-24"
"220","1067","LAND","40711756","0.00000000","LAND","HRM","","OPN","1996-12-30","","","Transaction Summary","PARKEDGE CRES PARK","1.243","G","1067","PARKEDGE CRESCENT PARK","","","1","2007-11-06","2017-06-27"
"221","1064","","40711764","","LAND","HW","","LAU","","","","","LAKERIDGE CRES PUMPING STATION","0.066","D","","","","","1","2007-11-06","2019-05-08"
"222","1063","LAND","00369173","0.00000000","LAND","HRM","","VAC","1962-12-01","","","Transaction Summary"," ","2.206","H","","","","","1","2007-11-06","2017-03-24"
"223","1061","LAND","40862989","0.00000000","LAND","HRM","","OPN","1999-07-05","","","Transaction Summary","UNNAMED PARK","0.124","G","1061","UNNAMED PARK 14","","","1","2007-11-06","2017-06-27"
"226","1055","LAND","40536187","0.00000000","LAND","HRM","","VAC","1989-06-01","","","Transaction Summary"," ","0.017","H","","","","","1","2007-11-06","2017-03-24"
"227","89","LAND","40073991","40500.00000000","LAND","HRM","","OPN","2000-03-31","","","Transaction Summary","ATHOLEA DRIVE PARK","0.140","G","89","ATHOLEA DRIVE PARK","","","1","2007-11-06","2017-06-27"
"228","89","LAND","40819260","0.00000000","LAND","HRM","","OPN","2000-03-31","","","Transaction Summary","ATHOLEA DRIVE PARK","0.240","G","89","ATHOLEA DRIVE PARK","","","1","2007-11-06","2017-06-27"
"229","1054","LAND","40085052","0.00000000","LAND","HRM","","LAU","1994-09-01","","","Transaction Summary","BEAVER CRES PUMPING STATION","0.058","D","","","","","1","2007-11-06","2017-03-24"
"230","1035","LAND","40125635","0.00000000","LAND","HRM","","OPN","1985-10-01","","","Transaction Summary","COW BAY ROAD PARK","3.952","G","1035","COW BAY ROAD PARK","","","1","2007-11-06","2017-06-27"
"231","503","LAND","40077901","0.00000000","LAND","HRM","","OPN","1981-12-01","","","Transaction Summary","LAURA DRIVE PLAYGROUND","0.531","G","503","LAURA DRIVE PARK","","","1","2007-11-06","2017-06-27"
"232","1051","LAND","40435521","0.00000000","LAND","HRM","","OPN","1987-05-01","","","Transaction Summary","FLADRUM HILL ROAD PARK","1.194","G","1051","FLANDRUM HILL ROAD PARK","","","1","2007-11-06","2017-06-27"
"233","9997","LAND","40507584","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","DRAINAGE","0.095","F","","","","","1","2007-11-06","2017-03-24"
"234","9997","LAND","40605297","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","DRAINAGE","0.119","F","","","","","1","2007-11-06","2017-03-24"
"235","9997","LAND","40578585","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","DRAINAGE","0.062","F","","","","","1","2007-11-06","2017-03-24"
"236","9997","LAND","40474868","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","DRAINAGE","0.124","F","","","","","1","2007-11-06","2017-03-24"
"237","9997","LAND","40626434","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","DRAINAGE","0.049","F","","","","","1","2007-11-06","2017-03-24"
"238","","LAND","40104796","0.00000000","LAND","HRM","","OPN","1983-04-01","","","Transaction Summary","","8.197","","","","","","1","2007-11-06","2021-12-16"
"239","9997","LAND","40802449","0.00000000","LAND","HRM","","DRA","1997-11-07","","","Transaction Summary","DRAINAGE","0.031","F","","","","","1","2007-11-06","2017-03-24"
"240","1037","LAND","00369041","0.00000000","LAND","HRM","","OPN","1997-11-07","","","Transaction Summary","TRAVIS COURT PARKLAND","0.723","G","1037","TRAVIS COURT PARK","","","1","2007-11-06","2017-06-27"
"241","9997","LAND","40802431","0.00000000","LAND","HRM","","DRA","1997-11-07","","","Transaction Summary","DRAINAGE","0.057","F","","","","","1","2007-11-06","2017-03-24"
"242","1085","LAND","40127268","0.00000000","LAND","HRM","","OPN","1987-12-01","","","Transaction Summary","UNKNOWN","1.981","G","1085","GREEN BAY PARK","","","1","2007-11-06","2017-06-27"
"243","1053","LAND","40341893","0.00000000","LAND","HRM","","OPN","1986-07-01","","","Transaction Summary","SPRUCE DRIVE PARKLAND","0.371","G","1053","SPRUCE DRIVE PARK","","","1","2007-11-06","2017-06-27"
"244","9997","LAND","40509622","0.00000000","LAND","HRM","","UNKN","1996-01-01","","","Transaction Summary","DRAINAGE","0.004","F","","","","","1","2007-11-06","2023-11-28"
"246","1091","LAND","40293466","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","AUTUMN DRIVE PARKLAND","0.753","G","1091","AUTUMN DRIVE PARK","","","1","2007-11-06","2017-06-27"
"247","1090","LAND","40772279","0.00000000","LAND","HRM","","OPN","1996-11-14","","","Transaction Summary","HARMES DRIVE PARKLAND","0.227","G","1090","HARMES DRIVE PARK","","","1","2007-11-06","2017-06-27"
"248","1089","LAND","00373571","0.00000000","LAND","HRM","","VAC","1948-01-01","","","Transaction Summary"," ","4.144","H","","","","","1","2007-11-06","2017-03-24"
"249","1088","LAND","40519407","0.00000000","LAND","HRM","","OPN","1990-01-01","","","Transaction Summary","DEYOUNG DRIVE PARK","0.100","G","1088","DEYOUNG DRIVE PARK","","","1","2007-11-06","2017-06-27"
"250","1087","LAND","40552804","0.00000000","LAND","HRM","","LAU","1996-01-01","","","Transaction Summary","UNKNOWN","0.022","D","","","","","1","2007-11-06","2017-03-24"
"251","90","LAND","40772451","0.00000000","LAND","HRM","","OPN","1988-06-01","","","Transaction Summary","COW BAY LAKE PARKLAND","0.085","G","90","COW BAY LAKE PARK","","","1","2007-11-06","2017-06-27"
"252","90","LAND","40084162","0.00000000","LAND","HRM","","OPN","1980-12-01","","","Transaction Summary","COW BAY LAKE PARKLAND","0.173","G","90","COW BAY LAKE PARK","","","1","2007-11-06","2017-06-27"
"253","9997","LAND","40793531","0.00000000","LAND","HRM","","DRA","1997-06-13","","","Transaction Summary","DRAINAGE","0.067","F","","","","","1","2007-11-06","2017-03-24"
"254","5058","LAND","40783383","0.00000000","LAND","HRM","","OPN","1997-06-04","","","Transaction Summary","SMELT BROOK PARK","3.089","G","5100","SMELT BROOK PARK","","","1","2007-11-06","2017-06-27"
"255","9997","LAND","40783409","0.00000000","LAND","HRM","","DRA","1997-04-15","","","Transaction Summary","DRAINAGE","0.098","F","","","","","1","2007-11-06","2017-03-24"
"256","9997","LAND","40758047","0.00000000","LAND","HRM","","DRA","1997-04-15","","","Transaction Summary","DRAINAGE","0.045","F","","","","","1","2007-11-06","2017-03-24"
"257","5058","LAND","40812398","0.00000000","LAND","HRM","","OPN","1998-01-26","","","Transaction Summary","SMELT BROOK PARK","0.421","G","5100","SMELT BROOK PARK","","","1","2007-11-06","2017-06-27"
"258","9997","LAND","40812414","0.00000000","LAND","HRM","","DRA","1998-01-28","","","Transaction Summary","DRAINAGE","0.060","F","","","","","1","2007-11-06","2017-03-24"
"259","546","LAND","40812406","0.00000000","LAND","HRM","","OPN","1998-01-26","","","Transaction Summary","CONSERVATION LAND","0.276","G","","","","","1","2007-11-06","2017-03-24"
"260","546","LAND","40812471","0.00000000","LAND","HRM","","OPN","1998-01-26","","","Transaction Summary","CONSERVATION LAND","0.109","G","","","","","1","2007-11-06","2017-03-24"
"261","546","LAND","40812422","0.00000000","LAND","HRM","","OPN","1998-01-28","","","Transaction Summary","CONSERVATION LAND","0.009","G","","","","","1","2007-11-06","2017-03-24"
